provincia_id,provincia,ugl_id,ugl,tipo,agencia_id,agencia,localidad,direccion,cp,telefono,fax,pami_escucha,actividades,prestaciones_medicas,responsable,lat,lon
17,SALTA,12,XII-SALTA,agencia,262,AG. TARTAGAL,TARTAGAL,RICHIERI 51,4560,03873-427929,,,,,,-22.512864,-63.80704
17,SALTA,12,XII-SALTA,agencia,263,AG. ORAN,ORAN,ALVARADO 464,4530,03878-421463,,,,,,-23.133779,-64.325286
17,SALTA,12,XII-SALTA,agencia,264,AG. METAN,METAN,PJE. LOPEZ Y PLANES 224,4440,03876-420631,,,,,,-25.49772,-64.969112
17,SALTA,12,XII-SALTA,agencia,265,AG. JOAQUIN V. GONZALEZ,JOAQUIN V. GONZALEZ,25 DE MAYO 303,4448,03877-421130,,,,,,-25.117039,-64.121901
17,SALTA,12,XII-SALTA,agencia,266,AG. CERRILLOS,CERRILLOS,EGIDIO BONATO 201,4403,,,,,,,-24.893853,-65.480931
17,SALTA,12,XII-SALTA,agencia,267,AG. GENERAL GUEMES,GRAL. GUEMES,ALEM 180,4430,0387-4911354,,,,,,-24.674357,-65.044345
17,SALTA,12,XII-SALTA,agencia,268,AG. CAFAYATE,CAFAYATE,SEBASTIAN ARIAS 50,4427,03868-421183,,,,,,-26.072357,-65.981079
17,SALTA,12,XII-SALTA,agencia,269,AG. ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,MELCHORA DE CORNEJO Y GRAL. GUEMES,4190,03876-481672,,,,,,-25.800278,-64.974225
17,SALTA,12,XII-SALTA,agencia,270,AG. EL CARRIL,EL CARRIL,ISLAS MALVINAS 318,4421,0387-4908003,,,,,,-25.072344,-65.492595
17,SALTA,12,XII-SALTA,agencia,271,AG. ROSARIO DE LERMA,ROSARIO DE LERMA,9 DE JULIO 156 LOCAL 1,4405,0387-4931428,,,,,,-24.984949,-65.579991
17,SALTA,12,XII-SALTA,agencia,272,AG. CACHI,CACHI,RUIZ DE LOS LLANOS S/NRO.,4417,03868-491033,,,,,,-25.121701,-66.164521
17,SALTA,12,XII-SALTA,agencia,273,AG. EMBARCACION,EMBARCACION,ESPAÑA 42,4550,03878-471340,,,,,,-23.211453,-64.096085
17,SALTA,12,XII-SALTA,agencia,274,AG. APOLINARIO SARAVIA,APOLINARIO SARAVIA,PJE. PEYROTTI 70,4449,03877-493018,,,,,,-24.430428,-63.994768
18,SAN JUAN,21,XXI-SAN JUAN,ugl,0,,CAPITAL,AV. CORDOBA 5/9 ESTE PISO 1,5400,0264-4272294 / 4272324 / 4272738 / 4272749 / 4278475 / 76 / 77 / 78,0264-4277011,0264-4223755 / 56,"Gimnasia, caminatas, deportes, alimentación saludable, enfermedades endócrino metabólicas, controles médicos en salud, actividad acuática, reflexión, estimulación para transplantados, prevención del sedentarismo, yoga otras técnicas orientales, salud mental, artesanías / manualidades",0264-4277011,DR. NICOLAS GARCIA,-31.5272732,-68.5214081
18,SAN JUAN,21,XXI-SAN JUAN,agencia,436,AG. CAUCETE,CAUCETE,RAWSON 767,5442,0264-4961266,,,,,,-31.653491,-68.285487
18,SAN JUAN,21,XXI-SAN JUAN,agencia,437,AG. JACHAL,JACHAL,JUAN DE ECHEGARAY 622,5460,02647-420417,,,,,,-30.240865,-68.746698
18,SAN JUAN,21,XXI-SAN JUAN,agencia,438,AG. RAWSON,RAWSON,BULEVAR SARMIENTO 18,5425,0264-4285086,,,,,,-31.669454,-68.390411
18,SAN JUAN,21,XXI-SAN JUAN,agencia,439,AG. CHIMBAS,CHIMBAS,YAPEYU 1682,5413,0264-4310550,,,,,,-31.513764,-68.515188
18,SAN JUAN,21,XXI-SAN JUAN,agencia,440,AG. POCITO,POCITO,ROBERTO VIDART E/URIBURU Y SANTA MARIA DE ORO,5429,,,,,,,-31.683314,-68.583292
18,SAN JUAN,21,XXI-SAN JUAN,agencia,441,AG. VILLA MEDIA AGUA,MEDIA AGUA,CALLE ARES 70,5435,,,,,,,-31.981871,-68.42891
18,SAN JUAN,21,XXI-SAN JUAN,agencia,442,AG. BARREAL,BARREAL,CORDILLERA DE ANSILTA S/N,5405,,,,,,,-31.634858,-69.474689
18,SAN JUAN,21,XXI-SAN JUAN,agencia,443,AG. VALLE FERTIL,VALLE FERTIL,GENERAL ACHA 84,5449,02646-420106,,,,,,-30.633038,-67.469108
18,SAN JUAN,21,XXI-SAN JUAN,agencia,444,AG. 9 DE JULIO,9 DE JULIO,DIAG. SAN MARTIN S/NRO.,5417,0264-4977136,,,,,,-31.669015,-68.390089
18,SAN JUAN,21,XXI-SAN JUAN,agencia,446,AG. VILLA SANTA ROSA,VILLA SANTA ROSA,RUTA NRO. 270 PASANDO CALLE 4,5443,,,,,,,-31.73554,-68.323982
19,SAN LUIS,26,XXVI-SAN LUIS,ugl,0,,SAN LUIS,SAN MARTIN 1233,5700,0266-4423216 / 4433282 / 4420872 / 860 /4431453 / 052 /4430470,0266-4433282,0266-4431453/446536,"Yoga otras técnicas orientales, danzas",Int. 113,DR. CRISTIAN PABLO MARCELO NINO PIGUILLEN,-33.2959871,-66.3393516
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,501,AG. VA. MERCEDES,VILLA MERCEDES,PROF. D. AGNILLO 27,5730,02657-420821/ 427938 / 427939,,,,,,-33.68264,-65.465194
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,502,AG. MERLO,MERLO,LOS ALMENDROS 66,5881,02656-475097 / 478340,02656-478340,,,,,-32.343965,-65.012205
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,503,AG. B. ESPERANZA,BUENA ESPERANZA,PEDERNERA S/NRO.,6277,02658-420160,,,,,,-34.75614,-65.253003
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,504,AG. S. F. DEL MONTE DE ORO,SAN FCO. DEL MONTE DE ORO,AV. BELGRANO S/NRO.,5705,02651-426089,,,,,,-32.598095,-66.127442
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,505,AG. CONCARAN,CONCARAN,URQUIZA S/NRO.,5770,02656-480095,,,,,,-32.558606,-65.244892
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,506,AG. UNION,UNION,GRANADEROS PUNTANOS 430,6216,02658-495013,,,,,,-35.152758,-65.945356
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,507,AG. LA TOMA,LA TOMA,MORENO 170,5750,02655-421610,,,,,,-33.053997,-65.617483
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,508,AG. QUINES,QUINES,25 DE MAYO S/NRO.,5711,02651-470279,,,,,,-32.232805,-65.802619
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,509,AG. JUSTO DARACT,JUSTO DARACT,AV.HIPOLITO IRIGOYEN 369,5738,02657-480201 - RPV.4004,,,,,,-33.860687,-65.18343
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,510,AG. TILISARAO,TILISARAO,AVDA. CORDOBA 460,5773,02656-420687,,,,,,-32.733808,-65.289756
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,515,AG. JUANA KOSLAY,JUANA KOSLAY,AVDA. VIENTO CHORRILLERO Y LOS PEJES,5701,0266 -4450113,,,,,,-33.341356,-66.623093
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,678,AG. LA PUNTA,LA PUNTA,AV.SERRANA MZ 127 LIC. 16 LOCAL 2,5710,,,,,,,,
19,SAN LUIS,26,XXVI-SAN LUIS,agencia,689,AG. NASCHEL,NASCHEL,25 DE MAYO 433,5759,02656-491472,,,,,,-32.916323,-65.374578
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,ugl,0,,RIO GALLEGOS,PERITO MORENO 467,9400,02966-421121/ 420898/ 426060,02966-421402,02966-428584,"Relev. soc. san. de pob. b/prog. focalizados, artesanías / manualidades, yoga otras técnicas orientales, hadob, artes plásticas, gimnasia, danzas, alimentación saludable, computación",int. 118,SRA. MIRTA NOEMI ROJAS,-51.6196775,-69.2335167
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,538,AG. CALETA OLIVIA,CALETA OLIVIA,EVA PERON 232,9011,0297-4851140,,,,,,-46.443476,-67.514466
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,539,AG. PUERTO SAN JULIAN,SAN JULIAN,AVDA. PIEDRA BUENA 669,9310,02962-452175,,,,,,-49.306112,-67.729923
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,540,AG. RIO TURBIO,RIO TURBIO,PELLEGRINI 19 BARRIO COMERCIAL,9407,02902-422-500,,,,,,-51.534217,-72.336059
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,541,AG. PUERTO SANTA CRUZ,PUERTO SANTA CRUZ,25 DE MAYO 50,9300,02962-498600,,,,,,-50.017998,-68.521914
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,542,AG. PUERTO DESEADO,PUERTO DESEADO,MANUEL BELGRANO 237,9050,0297-4870334,,,,,,-47.748731,-65.888107
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,543,AG. LAS HERAS,LAS HERAS,28 DE NOVIEMBRE S/NRO.,9017,0297-4974722,,,,,,-46.543218,-68.933988
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,544,AG. EL CALAFATE,EL CALAFATE,AV. GRAL. PERON 1711,9405,02902-491282,,,,,,-50.341982,-72.271893
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,545,AG. PERITO MORENO,PERITO MORENO,AV. SAN MARTIN 1963,9040,02963-432080,,,,,,-46.5873,-70.926429
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,546,AG. PICO TRUNCADO,PICO TRUNCADO,SAAVEDRA 507,9015,0297-4992672,,,,,,-46.798238,-67.967012
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,547,AG. LUIS PIEDRABUENA,LUIS PIEDRABUENA,BOLIVAR 381,9303,02962-497739,,,,,,-49.982192,-68.911493
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,548,AG. 28 DE NOVIEMBRE,28 DE NOVIEMBRE,TENIENTE DEL CASTILLO 281,9407,02902-482252,,,,,,-51.581283,-72.213356
20,SANTA CRUZ,28,XXVIII-SANTA CRUZ,agencia,549,AG. GDOR. GREGORES,GOBERNADOR GREGORES,SAN MARTIN 409,9311,02962 - 491037,,,,,,-48.750445,-70.250022
21,SANTA FE,9,IX-ROSARIO,ugl,0,,ROSARIO,SAN LORENZO 926,2000,CONMUTADOR: 0341 410-2400 (INTERNOS 2511 AL 2513),0341-4102481,0341-4102442(INTERNOS 2511 AL 2513) FAX- 0341-4102481-,"Gimnasia, artesanías / manualidades, memoria, voluntariado, alimentación saludable",0341-4102425,SRA. IRIS CAPARROS,-32.9450235,-60.6353302
21,SANTA FE,9,IX-ROSARIO,agencia,197,AG. ARROYO SECO,ARROYO SECO,BELGRANO 434,2128,03402-421989,,,,,,-33.159613,-60.512795
21,SANTA FE,9,IX-ROSARIO,agencia,198,AG. CARCARANA,CARCARANA,AV. BELGRANO 1418,2138,0341-494008,,,,,,-32.857203,-61.151884
21,SANTA FE,9,IX-ROSARIO,agencia,199,AG. VILLA GDOR. GALVEZ,VILLA GDOR. GALVEZ,LIBERTAD 697,2124,0341-3173400,,,,,,-33.020712,-60.618101
21,SANTA FE,9,IX-ROSARIO,agencia,200,AG. CASILDA,CASILDA,BUENOS AIRES 2722,2170,0346-4422803/4569/3150,,,,,,-33.047414,-61.172522
21,SANTA FE,9,IX-ROSARIO,agencia,201,AG. VENADO TUERTO,VENADO TUERTO,LISANDRO DE LA TORRE 841,2600,0346-2422402 / 2432680,,,,,,-33.748429,-61.973644
21,SANTA FE,9,IX-ROSARIO,agencia,202,AG. RUFINO,RUFINO,BERNABE FERREYRA 151,6100,03382-428542,,,,,,-34.264878,-62.709718
21,SANTA FE,9,IX-ROSARIO,agencia,203,AG. SAN LORENZO,SAN LORENZO,BV. URQUIZA 556,2200,03476-422309/431738,,,,,,-32.747309,-60.733348
21,SANTA FE,9,IX-ROSARIO,agencia,204,AG. VILLA CONSTITUCION,VILLA CONSTITUCION,LISANDRO DE LA TORRE 444,2919,03400-474101,,,,,,-33.227416,-60.330995
21,SANTA FE,9,IX-ROSARIO,agencia,205,AG. CANADA DE GOMEZ,CANADA DE GOMEZ,ESPAÑA 164,2500,03471-424178,,,,,,-32.819577,-61.393129
21,SANTA FE,9,IX-ROSARIO,agencia,206,AG. CHANAR LADEADO,CHAÑAR LADEADO,9 DE JULIO 224,2643,03468-481246,,,,,,-33.321743,-62.037399
21,SANTA FE,9,IX-ROSARIO,agencia,207,AG. LAS ROSAS,LAS ROSAS (DEPTO. BELGRANO),ITALIA 112,2520,03471-451449,,,,,,-32.47494,-61.578298
21,SANTA FE,9,IX-ROSARIO,agencia,208,AG. FIRMAT,FIRMAT,BV. COLON 1172,2630,03465-423224,,,,,,-33.454431,-61.48809
21,SANTA FE,9,IX-ROSARIO,agencia,209,AG. ALCORTA,ALCORTA,ESPAÑA 838,2177,03465-47-0470,,,,,,-33.539857,-61.120899
21,SANTA FE,9,IX-ROSARIO,agencia,210,AG. TOTORAS,TOTORAS,CARLOS PELLEGRINI 845,2144,03476-460156,,,,,,-32.585187,-61.167762
21,SANTA FE,9,IX-ROSARIO,agencia,211,AG. SAN GREGORIO,SAN GREGORIO,SAN MARTIN 797,2613,03382-470389,,,,,,-34.325278,-62.038611
21,SANTA FE,9,IX-ROSARIO,agencia,212,AG. WHEELWRIGHT,WHEELWRIGHT,GRAL. LOPEZ 434,2722,02473-481483,,,,,,-33.791988,-61.211751
21,SANTA FE,9,IX-ROSARIO,agencia,213,AG. VILLA CANAS,VILLA CANAS,CALLE 53 NRO. 315,2607,03462-451816,,,,,,-34.005783,-61.603367
21,SANTA FE,9,IX-ROSARIO,agencia,214,AG. GRANADERO BAIGORRIA,GRANADERO BAIGORRIA,RIVADAVIA Y PUEYRREDON,2152,0341 - 5258857,,,,,,-32.861871,-60.703994
21,SANTA FE,9,IX-ROSARIO,agencia,215,AG. FUNES,FUNES,SANTA FE 1750,0,0341- 493 2406,,,,,,-32.918034,-60.812033
21,SANTA FE,9,IX-ROSARIO,agencia,675,BOCA DE ATENCION ROSARIO SUR,ROSARIO SUR,SAN MARTIN 4816,2001,,,,,,,-32.993133,-60.647196
21,SANTA FE,9,IX-ROSARIO,agencia,679,AG. PEREZ,ROSARIO,AV. BELGRANO 1897 (RUTA 33),2000,0341-526-3267,,,,,,-32.99711,-60.76792
21,SANTA FE,15,XV-SANTA FE,ugl,0,,SANTA FE,1 DE MAYO 2269,3000,CONMUTADOR: 0342-410-1500,0342-4524228,0342-4555472/73,,0342-4831878,SR. MARCELO JORGE VIOLA,-31.6485202,-60.71147939999999
21,SANTA FE,15,XV-SANTA FE,agencia,316,AG. RAFAELA,RAFAELA,BOULEVARD ROCA 255,2300,03492-420307 / 420247 / 420312 / 434598,,,"Memoria, voluntariado",,,-31.251809,-61.494473
21,SANTA FE,15,XV-SANTA FE,agencia,317,AG. EL TREBOL,EL TREBOL,SANTA FE 951,2535,03401-422376,,,,,,-32.196533,-61.701722
21,SANTA FE,15,XV-SANTA FE,agencia,318,AG. RECONQUISTA,RECONQUISTA,PTE. ROCA 1032,3560,03482-425971/423960,,,,,,-29.144065,-59.64371
21,SANTA FE,15,XV-SANTA FE,agencia,319,AG. ESPERANZA,ESPERANZA,AV. CORDOBA 1982,3080,03496-420100,,,,,,-31.447648,-60.934771
21,SANTA FE,15,XV-SANTA FE,agencia,320,AG. CORONDA,CORONDA,AV. BELGRANO 2001 ESQ. MORENO,2240,0342-4910351,0342-4910351,,,,,-31.972005,-60.91924
21,SANTA FE,15,XV-SANTA FE,agencia,321,AG. CERES,CERES,MORENO 185,2340,03491-420293,,,,,,-29.881509,-61.949086
21,SANTA FE,15,XV-SANTA FE,agencia,322,AG. VERA,VERA,COLON 1635,3550,03483-420255,,,,,,-29.464037,-60.21625
21,SANTA FE,15,XV-SANTA FE,agencia,323,AG. SAN JAVIER,SAN JAVIER,ALVEAR 2056,3005,03405-424402,,,,,,-30.579997,-59.931636
21,SANTA FE,15,XV-SANTA FE,agencia,324,AG. SAN JUSTO,SAN JUSTO,SAN MARTIN 2353,3040,03498-427371,,,,,,-30.786106,-60.589603
21,SANTA FE,15,XV-SANTA FE,agencia,325,AG. SAN CARLOS,SAN CARLOS CENTRO,BELGRANO 1555,3013,03404-420669,,,,,,-31.72616,-61.089013
21,SANTA FE,15,XV-SANTA FE,agencia,326,AG. VILLA OCAMPO,VILLA OCAMPO,PADRE ANGEL TIBALDO 1003,3580,03482-467545,,,,,,-28.486534,-59.353473
21,SANTA FE,15,XV-SANTA FE,agencia,327,AG. GALVEZ,GALVEZ,1° JUNTA 660,2252,03404-482686,,,,,,-32.032018,-61.217122
21,SANTA FE,15,XV-SANTA FE,agencia,328,AG. SANTO TOME,SANTO TOME,AVELLANEDA 2051,3016,0342-4832951,,,,,,-31.662587,-60.761101
21,SANTA FE,15,XV-SANTA FE,agencia,329,AG. LAS TOSCAS,LAS TOSCAS,CALLE 6 E/13 Y 15,3586,03482-492201,,,,,,-28.349863,-59.259667
21,SANTA FE,15,XV-SANTA FE,agencia,330,AG. SAN JORGE,SAN JORGE,URQUIZA 1269,2451,03406-440963,,,,,,-31.894538,-61.859479
21,SANTA FE,15,XV-SANTA FE,agencia,331,AG. SAN CRISTOBAL,SAN CRISTOBAL,HIPOLITO IRIGOYEN 783,3070,03408-422247,,,,,,-30.305021,-61.23755
21,SANTA FE,15,XV-SANTA FE,agencia,332,AG. TOSTADO,TOSTADO,INDEPENDENCIA 1787,3060,03491-470288,,,,,,-29.231287,-61.771417
21,SANTA FE,15,XV-SANTA FE,agencia,333,AG. SAN GUILLERMO,SAN GUILLERMO,SAN MARTIN 730,2347,03562-466491,,,,,,-30.359471,-61.915605
21,SANTA FE,15,XV-SANTA FE,agencia,334,AG. SUNCHALES,SUNCHALES,AMEGHINO 27,2322,03493-421764,,,,,,-30.941912,-61.55988
21,SANTA FE,15,XV-SANTA FE,agencia,335,AG. MARIA JUANA,MARIA JUANA,SARMIENTO 64,2445,03406-471320,,,,,,-31.674932,-61.751025
21,SANTA FE,15,XV-SANTA FE,agencia,336,AG. HELVECIA,HELVECIA,SENADOR ANTILLE 750,3003,03405-470458,,,,,,-31.098696,-60.084279
21,SANTA FE,15,XV-SANTA FE,agencia,337,AG. LAGUNA PAIVA,LAGUNA PAIVA,25 DE MAYO 2400,3020,0342-4941810,,,,,,-31.305212,-60.66179
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,ugl,0,,SGO. DEL ESTERO,PELLEGRINI 335,4200,0385-4219300 / 0285-4224558,0385-4224559,0385-4240352,"Artesanías / manualidades, yoga otras técnicas orientales, artes plásticas, danzas, gimnasia, técnicas de trabajo corporal",int. 123,ING. NESTOR OSVALDO SEFERINO MACHADO,,
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,390,AG. ANATUYA,AÑATUYA,DR. STEMBERG 117,3760,03844-421561,,,"Yoga otras técnicas orientales, gimnasia, danzas, canto / coro, artesanías / manualidades, teatro",,,-28.461636,-62.834551
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,391,AG. FRIAS,FRIAS,BELGRANO 57,4230,03854-421028,,,,,,-28.637493,-65.130068
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,392,AG. TERMAS DE RIO HONDO,TERMAS DE RIO HONDO,DORREGO 27,4220,03858-421088,,,,,,-27.496933,-64.85957
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,393,AG. FERNANDEZ,FERNANDEZ,INDEPENDENCIA 126,4322,0385-4911340,,,,,,-27.921507,-63.893702
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,394,AG. LORETO,LORETO,EDUARDO MIGUEL 47 -PB-LOCAL 1,4208,03845-420104,,,,,,-28.302567,-64.179397
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,395,AG. VA. OJO DE AGUA,VILLA OJO DE AGUA,SAN MARTÍN 571,5250,03856-421025,,,,,,-29.501208,-63.694446
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,396,AG. QUIMILI,QUIMILI,MORENO 257,3740,03854-421158,,,Gimnasia,,,-27.64263,-62.415748
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,397,AG. LA BANDA,LA BANDA,AV. BELGRANO 158,4300,0385-4271115 / 4277076,,,,,,-27.733889,-64.241077
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,398,AG. CLODOMIRA,CLODOMIRA,REPUBLICA 634,4338,0385-4921544,,,,,,-27.580644,-64.134715
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,399,AG. SELVA,SELVA,RIVADAVIA 403,2354,03857-495124,,,,,,-29.765756,-62.050145
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,400,AG. BANDERA,BANDERA,RIVADAVIA S/N° - ENTRE MORENO Y SARMIENTO,3064,03857-421065,,,,,,-28.888101,-62.268237
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,401,AG. PINTO,PINTO,RAMON CARRILLO 444,2356,03857-481056,,,,,,-29.133333,-62.65
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,402,AG. SUNCHO CORRAL,SUNCHO CORRAL,9 DE JULIO S/N° - ENTRE BELGRANO Y TUCUMAN,4350,03855-421188,,,,,,-27.931858,-63.429923
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,403,AG. VILLA ATAMISQUI,VILLA ATAMISQUI,LA RIOJA S/N° - ENTRE ALVARADO Y SAN MARTIN,4317,03845-494071,,,,,,-28.495134,-63.816926
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,404,AG. MONTE QUEMADO,MONTE QUEMADO,SAN MARTIN 724,3714,03841-421156,,,,,,-25.801746,-62.83031
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,405,AG. CAMPO GALLO,CAMPO GALLO,IRIGOYEN S/NRO. E/RIVADAVIA Y LASALLE,3747,,,,,,,-26.582156,-62.849708
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,406,AG. TINTINA,TINTINA,SAN JUAN N° 253  ENTRE RIVADAVIA Y FARATH,3743,03846-421028,,,,,,-27.026483,-62.704818
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,407,AG. POZO HONDO,POZO HONDO,GASPAR JUAREZ S/NRO.,4184,,,,,,,-27.166667,-64.486406
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,408,AG. NUEVA ESPERANZA,NUEVA ESPERANZA,CNEL. BORGES Y GALLO,4197,03861-421026,,,,,,-26.198843,-64.236896
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,409,AG. SAN PEDRO DE GUASAYAN,SAN PEDRO DE GUASAYAN,CNEL. BORGES Y PEDRO LEON GALLO,4238,03854-493079,,,,,,-27.954378,-65.165455
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,410,AG. LOS JURIES,LOS JURIES,PRESIDENTE PERON Y SARMIENTO S/N°,3763,03857-471094,,,,,,-28.465032,-62.109368
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,411,AG. PAMPA DE LOS GUANACOS,PAMPA DE LOS GUANACOS,BELGRANO ESQ. SALTA BARRIO PRO-VI-RU,3712,03841-491097,,,,,,-26.229375,-61.837456
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,413,AG. SUMAMPA,SUMAMPA,9 DE JULIO 143,5253,03856-491041,,,,,,-29.384494,-63.472273
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,417,AG. COLONIA DORA,COLONIA DORA,AV. CORRIENTES S/N° - ENTRE MITRE Y SUIPACHA,4332,03844-481709,,,,,,-28.598539,-62.947118
22,SGO. DEL ESTERO,19,XIX-SGO. DEL ESTERO,agencia,418,AG. BELTRAN,BELTRAN,JUAN XXIII S/N° - ENTRE SAN MARTIN Y URIARTE,4308,0385-4903380,,,,,,-27.827729,-64.061201
23,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",33,XXXIII-TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR,ugl,0,,USHUAIA,AKAINIK 587,9410,02901-422454 / 423382,INT. 140,02901-431000/01,"Gimnasia, yoga otras técnicas orientales, computación, memoria",,CAMILO GOMEZ,-54.814004,-68.3384906
23,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",33,XXXIII-TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR,agencia,604,AG. RIO GRANDE,RIO GRANDE,ESPORA 781,9420,02964-430803 / 425764,,,,,,-53.788762,-67.69868
23,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",33,XXXIII-TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR,agencia,683,BOCA DE ATENCION TOLHUIN,TOLHUIN,SHELKNAM 416,9420,02901 492238,,,,,,-53.804338,-67.664262
24,TUCUMAN,1,I-TUCUMAN,ugl,0,,CAPITAL,Cordoba 987,4000,CONMUTADOR: 0381-410-1300,0381-4310075,0381-4310241/42/43,"Artesanías / Manualidades, Arte Culinario, Alfabetización, Historia y Tradiciones, Encuentros Vivenciales, Memoria, Evento, Voluntariado",0381-4222889 /4306210,DR. LUIS A. LARCHER,-26.8254832,-65.2110245
24,TUCUMAN,1,I-TUCUMAN,agencia,2,AG. CONCEPCION,CONCEPCION,9 DE JULIO 161,4146,03865-422200,,,,,,-27.337005,-65.595274
24,TUCUMAN,1,I-TUCUMAN,agencia,3,AG. BANDA DEL RIO SALI,BANDA DEL RIO SALI,SAN MARTIN 514,4109,0381- 4261078,,,,,,-26.843755,-65.167215
24,TUCUMAN,1,I-TUCUMAN,agencia,4,AG. FAMAILLA,FAMAILLA,RIVADAVIA 285,4132,0386-3461051,0386-3461051,,,,,-27.055228,-65.402133
24,TUCUMAN,1,I-TUCUMAN,agencia,5,AG. MONTEROS,MONTEROS,BELGRANO 244,4142,03863-428517,0386-3426028,,,,,-27.162877,-65.496461
24,TUCUMAN,1,I-TUCUMAN,agencia,6,AG. AGUILARES,AGUILARES,ALBERDI ESQ. PELLEGRINI,4152,03865-483798,,,,,,-27.42968,-65.61553
24,TUCUMAN,1,I-TUCUMAN,agencia,7,AG. TAFI DEL VALLE,TAFI DEL VALLE,LOS PALENQUES SIN NRO.,4137,03867-421059,,,,,,-26.84582,-65.700119
24,TUCUMAN,1,I-TUCUMAN,agencia,8,AG. JUAN B. ALBERDI,ALBERDI,LIDORO QUINTEROS 423,4172,03865-472907,,,,,,-27.583992,-65.619807
24,TUCUMAN,1,I-TUCUMAN,agencia,9,AG. SIMOCA,SIMOCA,MANUEL BELGRANO 554,4172,03863-482034,,,,,,-27.262336,-65.354884
24,TUCUMAN,1,I-TUCUMAN,agencia,10,AG. TAFI VIEJO,TAFI VIEJO,ALEM 743,4103,0381- 4617885,,,,,,-26.729044,-65.267631
24,TUCUMAN,1,I-TUCUMAN,agencia,11,AG. TACO RALO,TACO RALO,FLORIDA 466,4242,,,,,,,-27.833346,-65.194209
24,TUCUMAN,1,I-TUCUMAN,agencia,12,AG. TRANCAS,TRANCAS,25 DE MAYO 614,4124,03862-21100,,,,,,-26.207199,-65.283222
