id_prest_boca_atencion;d_prest_boca_atencion;id_prest_prestador;d_prest_calle;n_prest_puerta;c_prest_piso_depto;c_prest_cp4;n_prest_boca_x;n_prest_boca_y;c_geog_prest_boca_loc;d_geog_prest_boca_loc;c_geog_prest_boca_dpto;d_geog_prest_boca_dpto;c_geog_prest_boca_pcia;d_geog_prest_boca_pcia;m_prest_habilitado
140;BILLORDOARIEL ROBERTO;5.004.042;FRANKLIN;352;;3.500;-58,0000000000;-27,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
141;CENTRO MEDICO QUIRURGICO RESISTENCIA;5.004.043;AV. 9 DE JULIO;1698;;3.500;-58,9711370408;-27,4649404898;60.200.071;RESISTENCIA;6.020;DEPTO. SAN FERNANDO;6;CHACO;S
142;TRES ISLETAS - CENTRO DE JUBILADOS;5.004.044;ALBERDI;602;;3.703;-60,4333330000;-26,3500000000;60.140.038;TRES ISLETAS;6.014;DEPTO. MAIPU;6;CHACO;S
143;FARANA ALICIA LILIANA;5.004.044;ALBERDI ;602;;3.703;-60,0000000000;-26,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;N
144;ARREGUI SILVIA MARIEL - MEDICO CABECERA;5.004.046;FABIAN GONZALEZ;362;;8.000;-62,3006934286;-38,6996221429;20.070.011;BAHIA BLANCA;2.007;PTDO. BAHIA BLANCA;2;BUENOS AIRES;S
145;CONSULTORIO;5.003.999;BALCARCE;1158;;2.124;-60,0000000000;-33,0000000000;210.120.271;VILLA GOBERNADOR GALVEZ;21.012;DEPTO. ROSARIO;21;SANTA FE;N
146;MUNICIPALIDAD DEL PTDO. DE AZUL - HOSPITAL MUNICIPAL BASE DR;5.004.048;AMADO DIAB ;270;;7.300;0,0000000000;0,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
147;BARBETTA DANIELA;5.004.057;ENTRE RIOS;1467;;2.003;-60,6423890000;-32,9540415306;210.120.220;ROSARIO;21.012;DEPTO. ROSARIO;21;SANTA FE;S
148;CHARRE ROGELIO CESAR - MEDICO DE CABECERA;5.004.062;OTTONE;956;BIS;2.000;-60,7008878367;-32,9161784898;210.120.220;ROSARIO;21.012;DEPTO. ROSARIO;21;SANTA FE;S
149;MEDICO DE CABECERA;5.004.068;SAN JUAN;3089;;7.601;-57,5714142857;-38,0025474694;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;S
150;CONSULTORIO;5.004.090;AV. MERLASSINO;438;;2.740;-60,1166670000;-34,0666670000;20.100.011;ARRECIFES;2.010;PTDO. BARTOLOME MITRE;2;BUENOS AIRES;S
151;PEREZ FERNANDO JOSE;5.004.096;J. A. ROCA;121;;6.034;-61,8000000000;-34,4500000000;20.620.054;JUAN BAUTISTA ALBERDI;2.062;PTDO. LEANDRO N. ALEM;2;BUENOS AIRES;S
152;CONSULTORIO;5.004.100;MORENO;514;;6.070;0,0000000000;0,0000000000;20.630.018;LINCOLN;2.063;PTDO. LINCOLN;2;BUENOS AIRES;S
153;CONSULTORIO;5.004.101;SAN LUIS;185;;6.740;-60,4711180833;-34,6471473333;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
154;CONSULTORIO;5.004.102;QUIROGA;211;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
155;CONSULTORIO;5.004.226;BOLIVAR;260;;1.704;-58,0000000000;-34,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
156;FERNANDEZ CARLOS ALBERTO;5.004.227;SALGUERO;139;;1.766;-58,5190090833;-34,6804170833;20.720.246;VILLA INSUPERABLE;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
157;FERNANDEZ CAMPOS FATIMA;5.004.228;ISLAS MALVINAS;2722;;1.765;-58,5876757143;-34,7034853061;20.720.084;ISIDRO CASANOVA;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
158;ESTRIN EDUARDO MARIO;5.004.229;GRAL TOMAS JUSTO VILLEGAS;2660;;1.754;-58,5624357551;-34,6790927143;20.720.297;SAN JUSTO;2.072;PTDO. MATANZA;2;BUENOS AIRES;N
159;1;5.004.067;GENERAL GUEMES;959;;4.400;-65,4150300204;-24,7864359388;170.060.011;ATOCHA;17.006;DEPTO. CAPITAL;17;SALTA;S
160;DIALIQUEN;3.677.702;GOB BOUQUET ROLDAN;327;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;N
161;01;3.677.703;SALTA;250;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
162;02;3.677.703;INT PONS;315;;8.309;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
163;AMOROSI GABRIEL JOSE;3.677.704;SALTA;250;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
164;01;3.677.705;SALTA;250;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
165;CEMIC;3.677.706;RODRIGUEZ;496;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
166;01;3.677.710;CENTRO DE JUBILADOS;1;;8.316;-68,0000000000;-39,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
167;01;3.677.711;PICUN LEUFUN;925;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
168;CASTRO HECTOR ORLANDO;3.677.712;SALTA;250;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
169;CATELLA MONTEJANO RODOLFO;3.677.713;SALTA;250;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
170;01;3.677.714;RICARDO ROJAS;540;;8.300;0,0000000000;0,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
171;COMIN GABRIEL BERNARDO;3.677.715;SALTA;250;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
172;01;3.677.716;PANAMÁ Y STO DOMINGO;S/N;;8.309;0,0000000000;0,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
173;01;3.677.718;BOUQUET ROLDAN;36;;8.300;-68,0700581020;-38,9549989184;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
174;01;3.677.719;AVDA ARGENTINA;446;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;N
175;ESTEVES JOSE ENRIQUE;3.677.720;REPUBLICA DE CHILE;269;;8.309;-68,0000000000;-38,0000000000;150.050.033;CENTENARIO;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
176;01;3.677.722;GOB BOUQUET ROLDAN;327;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;N
177;INDA MARIA ELIZABETH;3.677.725;SALTA;295;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;N
178;INFANTINO FABIAN OMAR;3.677.726;TTE RAMAYON;775;;8.370;-71,0000000000;-40,0000000000;150.080.032;SAN MARTIN DE LOS ANDES;15.008;DEPTO. LACAR;15;NEUQUEN;N
179;STRIO. PARQUE - C.C.V. Y HEMODINAMIA;5.004.248;AV. HIPOLITO IRIGOYEN;267;;4.400;0,0000000000;0,0000000000;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
180;1;5.004.253;LA FLORIDA;750;;4.400;-65,0000000000;-24,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
181;CONSULTORIO OFTALMOLÓGICO;5.004.260;AVDA. BELGRANO;1192;;4.401;-65,4180831633;-24,7875377347;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
182;MARTINEZ NESTOR EDUARDO - AMEN;3.677.729;JUAN B. JUSTO;542;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
183;01;3.677.730;SALTA;250;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;N
184;01;3.677.731;FORTIN CONFLUENCIA;4114;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;N
185;01;3.677.736;PERITO MORENO;650;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
186;01;3.677.737;CORONEL SUAREZ;261;;8.371;-71,0000000000;-39,0000000000;150.100.061;VILLA LA ANGOSTURA;15.010;DEPTO. LOS LAGOS;15;NEUQUEN;N
187;ROLDAN CARLOS GUILLERMO;3.677.738;SALTA;250;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
188;SABATTE JOSE ANTONIO;3.677.740;INT CARRO;1181;;8.300;0,0000000000;0,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
189;TRONCOSO PABLO DANIEL;3.677.741;FORTIN CONFLUENCIA;4115;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
190;VALLI ANTONIO HECTOR;3.677.742;NACIMIENTO;313;;8.316;-68,0000000000;-38,0000000000;150.050.092;PLOTTIER;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
191;ROMANO ELSA INES;3.677.744;ANTARTIDA ARGENTINA;195;;8.309;-68,0000000000;-38,0000000000;150.050.033;CENTENARIO;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
192;CEMAP;3.677.745;SALTA;295;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;N
193;MERINO PAULA RAMONA - CENTRO DE JUBILADOS;5.001.872;LAINEZ;248;;8.316;-68,0000000000;-38,0000000000;150.050.092;PLOTTIER;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
194;ADOS;5.001.873;AVDA ARGENTINA;1000;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;N
195;01;5.001.874;AVDA ARGENTINA;1000;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;N
196;01;5.001.875;FORTIN CONFLUENCIA;4151;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;N
197;01;5.001.876;LAS PALOMAS;39;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;N
198;01;5.001.877;PJE 2 DE ABRIL Y ANT ARGENTINA;S/N;;8.371;-71,0000000000;-39,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
199;01;5.002.026;P MORENO;673;;8.316;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
200;01;5.002.088;TTE RAMAYON;775;;8.370;-71,0000000000;-40,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
201;ASEBEY CESAR AUGUSTO;5.002.095;ENRIQUE GODOY;100;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
202;01 - ADOS;5.002.461;AVDA ARGENTINA;1000;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
203;CICHERO ANA LIA;5.003.207;DOMINGO BASAVILBASO;517;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
204;01;5.003.208;AV MOSCONI Y FACUNDO QUIROGA;S/N;;8.319;-68,0000000000;-37,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
205;01;5.003.209;PERITO MORENO;650;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
206;01;5.003.448;ENRIQUE GODOY;100;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;N
207;02;5.003.448;AV. DEL TRABAJADOR;S/N;;8.300;0,0000000000;0,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
208;PRENEVIR SA;5.003.495;GOB DENIS;454;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
209;CLINICA PASTEUR SA;5.003.495;LA RIOJA;36;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
210;CLINICA NEUQUEN SA;5.003.495;SARMIENTO Y SAENZ PEÑA;S/N;;8.322;-69,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
211;SANATORIO PLAZA HUICUL SA;5.003.495;CAMPAMENTO CENTRAL;S/N;;8.318;-69,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
212;SANATORIO SAN LUCAS;5.003.495;AMANCIO ALCORTA;572;;8.300;-68,0000000000;-38,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
213;JAVES PABLO - MEDICO DE CABECERA;5.003.506;CACIQUE SAYHUEQUE;200;;8.407;-71,0000000000;-40,0000000000;150.100.061;VILLA LA ANGOSTURA;15.010;DEPTO. LOS LAGOS;15;NEUQUEN;S
214;FIOCHI FERNANDO ALBERTO - CONSULTORIOS ROCA;5.003.548;ROCA;1374;;8.370;-71,0000000000;-40,0000000000;150.080.032;SAN MARTIN DE LOS ANDES;15.008;DEPTO. LACAR;15;NEUQUEN;S
215;VALENZUELA ADRIANA MABEL;5.003.586;INT PONS;315;;8.309;-68,0000000000;-38,0000000000;150.050.033;CENTENARIO;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
216;DEL NEGRO ADRIAN ANGEL - ATIENDE EN QUALITAS;5.004.056;LAINES;456;;8.316;0,0000000000;0,0000000000;150.050.092;PLOTTIER;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
217;01;5.004.312;AVDA PTE GRAL JULIO A ROCA;S/N;;8.370;0,0000000000;0,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
218;CLINICA DE IMAGENES;5.003.531;SANTA FE;269;;8.300;-68,0000000000;-38,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
219;DOMICILIO CONSULTORIO;3.677.187;HIPOLITO YRIGOYEN;346;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
220;DOMICILIO CONSULTORIO;3.677.195;SAN MARTIN;183;;6.474;-62,3000000000;-35,8666670000;20.830.141;JUAN JOSE PASO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
221;DOMICILIO CONSULTORIO;3.677.188;ALSINA;650;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
222;DOMICILIO CONSULTORIO;3.677.186;HIPOLITO YRIGOYEN;25;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
223;DOMICILIO CONSULTORIO;3.677.192;DEL VALLE;864;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
224;DOMICILIO CONSULTORIO;5.002.559;GENERAL ROCA;336;;6.469;-62,0333330000;-36,2333330000;20.830.205;MONES CAZON;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
225;DOMICILIO CONSULTORIO;3.677.199;GUIDO SPANO;362;;6.474;-62,3000000000;-35,8666670000;20.830.141;JUAN JOSE PASO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
226;DOMICILIO CONSULTORIO;5.002.560;GENERAL ROCA;336;;6.469;-62,0333330000;-36,2333330000;20.830.205;MONES CAZON;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
227;DOMICILIO CONSULTORIO;3.677.185;ALSINA;437;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
228;DOMICILIO CONSULTORIO;3.677.202;ALSINA;650;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
229;DOMICILIO CONSULTORIO;3.677.190;RAMOS MEJIA;246;;6.469;-62,0333330000;-36,2333330000;20.830.205;MONES CAZON;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
230;CONSULTORIO;3.676.959;BELGRANO;505;;2.930;-59,0000000000;-33,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
231;DOMICILIO CONSULTORIO;3.677.244;BELGRANO;75;;2.935;-59,8833330000;-33,8666670000;21.040.113;SANTA LUCIA;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
232;MEDICO DE CABECERA;5.004.332;DE LUCIA;1140;;5.501;-68,0000000000;-32,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
233;DOMICILIO CONSULTORIO;3.676.960;BELGRANO;505;;2.930;-59,6651401429;-33,6739528163;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
234;DOMICILIO CONSULTORIO;3.676.961;SAN MARTIN;237;;2.946;-59,8833330000;-33,6666670000;21.040.059;GOBERNADOR CASTRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
235;DOMICILIO CONSULTORIO;3.676.962;DR JOSE CARONI;535;;2.930;-59,6665160000;-33,6853286122;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
236;DOMICILIO CONSULTORIO;3.676.963;SALTA;2145;;2.930;-59,6706906364;-33,6858182727;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
237;DOMICILIO CONSULTORIO;3.676.964;BELGRANO;505;;2.930;-59,6651401429;-33,6739528163;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
238;DOMICILIO CONSULTORIO;3.676.965;URUGUAY;740;;2.930;-59,6603463878;-33,6789382653;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
239;DOMICILIO CONSULTORIO;5.001.914;RIVADAVIA;330;;2.944;-59,6333330000;-33,7666670000;21.040.091;RIO TALA;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
240;DOMICILIO CONSULTORIO;5.001.914;ALMAFUERTE;602;;2.930;-59,6610880000;-33,6771570000;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
241;DOMICILIO CONSULTORIO;5.000.027;URUGUAY;740;;2.930;-59,6603463878;-33,6789382653;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
242;DOMICILIO CONSULTORIO;5.003.733;SAN MARTIN;465;;2.930;-59,6612372041;-33,6780362041;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
243;DOMICILIO CONSULTORIO;3.676.967;BELGRANO;505;;2.930;-59,6651401429;-33,6739528163;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
244;DOMICILIO CONSULTORIO;3.676.969;ALMAFUERTE;602;;2.930;-59,6610880000;-33,6771570000;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
245;DOMICILIO CONSULTORIO;3.676.970;SAN MARTIN;465;;2.930;-59,6612372041;-33,6780362041;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
246;DOMICILIO CONSULTORIO;3.676.971;BELGRANO;505;;2.930;-59,6651401429;-33,6739528163;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
247;DOMICILIO CONSULTORIO;3.676.972;AVDA 3 DE FEBRERO;185;;2.930;-59,6655237143;-33,6794365714;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
248;DOMICILIO CONSULTORIO;3.677.114;LEANDRO N ALEM;133;;6.620;-60,0137290000;-34,8975913333;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
249;DOMICILIO CONSULTORIO;3.677.111;CNEL BRANDSEN;22;;6.620;-60,0153491667;-34,9003786667;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
250;DOMICILIO CONSULTORIO;3.677.109;9 DE JULIO;194;;6.620;-60,0232982500;-34,8950185000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
251;DOMICILIO CONSULTORIO;3.677.105;AVDA FEDERICO SOAREZ;321;;6.620;-60,0140933333;-34,8923251667;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
252;DOMICILIO CONSULTORIO;3.677.106;PTE HIPOLITO YRIGOYEN;81;;6.620;-60,0214507500;-34,8971105000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
253;DOMICILIO CONSULTORIO;3.677.113;PASO;216;;6.620;-60,0179148333;-34,9016224167;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
254;DOMICILIO CONSULTORIO;3.677.118;GRAL RODRIGUEZ;220;;6.620;-60,0206570000;-34,8917897500;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
255;DOMICILIO CONSULTORIO;3.677.099;PASO;86;;6.620;-60,0201575000;-34,8998592500;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
256;DOMICILIO CONSULTORIO;3.677.100;AVDA VILLARINO;212;;6.620;-60,0225643333;-34,8997764167;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
257;DOMICILIO CONSULTORIO;3.677.116;ANTARTIDA ARGENTINA;164;;6.620;-60,0118510000;-34,8855695000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
258;DOMICILIO CONSULTORIO;3.677.112;BOLIVAR;148;;6.620;-60,0200877500;-34,8935260000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
259;CONSULTORIO;3.677.580;CORDOBA;229;;6.612;-59,7000000000;-34,7833330000;21.060.019;SUIPACHA;2.106;PTDO. SUIPACHA;2;BUENOS AIRES;S
260;DOMICILIO CONSULTORIO;3.677.110;AVDA SARMIENTO;365;;6.620;-60,0132193333;-34,9015905000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
261;CONSULTORIO;3.677.578;SARMIENTO;629;;6.612;-59,7000000000;-34,7833330000;21.060.019;SUIPACHA;2.106;PTDO. SUIPACHA;2;BUENOS AIRES;S
262;DOMICILIO CONSULTORIO;3.677.122;AVDA SARMIENTO;321;;6.620;-60,0139670000;-34,9010021667;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
263;CONSULTORIO;3.677.801;SAN MARTIN;172;;6.612;-59,7000000000;-34,7833330000;21.060.019;SUIPACHA;2.106;PTDO. SUIPACHA;2;BUENOS AIRES;S
264;DOMICILIO CONSULTORIO;3.677.121;MIGUEL CALDERON;122;;6.620;-60,0210533333;-34,9017548333;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
265;DOMICILIO CONSULTORIO;5.003.695;9 DE JULIO;194;;6.620;-60,0232982500;-34,8950185000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
266;PETERNELJ TOMAS MIGUEL;4.005.404;25 DE MAYO;218;;6.700;-59,1173355714;-34,5627054286;20.670.013;LUJAN;2.067;PTDO. LUJAN;2;BUENOS AIRES;S
267;DOMICILIO CONSULTORIO;3.677.103;CNEL BRANDSEN;360;;6.620;-60,0207406667;-34,9051160000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
268;DOMICILIO CONSULTORIO;3.677.120;LAVALLE;392;;6.620;-60,0143510000;-34,9031053333;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
269;CONSULTORIO;3.677.498;A ALSINA;514;;6.700;-59,1087288776;-34,5613288571;20.670.013;LUJAN;2.067;PTDO. LUJAN;2;BUENOS AIRES;S
270;DOMICILIO CONSULTORIO;3.677.117;MAIPU;245;;6.625;-59,7666670000;-35,0833330000;20.290.081;VILLA MOQUEHUA;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
271;CONSULTORIO;3.677.488;25 DE MAYO;295;;6.700;-59,1164912653;-34,5630846327;20.670.013;LUJAN;2.067;PTDO. LUJAN;2;BUENOS AIRES;S
272;CONSULTORIO;3.677.502;9 DE JULIO;501;;6.700;-59,1178200000;-34,5590680000;20.670.013;LUJAN;2.067;PTDO. LUJAN;2;BUENOS AIRES;S
273;DOMICILIO CONSULTORIO;3.677.203;ALSINA;653;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
274;DOMICILIO CONSULTORIO;3.677.198;ZANNI;255;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
275;DOMICILIO CONSULTORIO;3.677.197;DEL VALLE;208;;6.474;0,0000000000;0,0000000000;20.830.086;FRANCISCO MADERO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
276;CONSULTORIO;4.004.653;JOSE HERNANDEZ;217;;6.005;0,0000000000;0,0000000000;20.380.013;GENERAL ARENALES;2.038;PTDO. GENERAL ARENALES;2;BUENOS AIRES;S
277;CONSULTORIO;4.004.617;PRESIDENTE PERON;466;;2.705;-60,7333330000;-34,2000000000;20.930.014;ROJAS;2.093;PTDO. ROJAS;2;BUENOS AIRES;S
